ID,chapter,file_name,en-title,en-content,tc-title,tc-content,cn-title,cn-content,es-title,es-content,fr-title,fr-content,pl-title,pl-content
622,P_chapter11,Pheochromocytoma.ewi,Pheochromocytoma,Pheochromocytoma is a type of neuroendocrine tumor that grows from cells called chromaffin cells. These cells produce hormones needed for the body and are found in the adrenal glands. The adrenal glands are small organs located in the upper region of the abdomen on top of the kidneys., ,嗜鉻細胞瘤是一種由稱為嗜鉻細胞的細胞生長的神經內分泌腫瘤。 這些細胞產生身體所需的激素，存在於腎上腺中。 腎上腺是位於腎臟頂部腹部上部的小器官。, ,嗜铬细胞瘤是一种由称为嗜铬细胞的细胞生长的神经内分泌肿瘤。这些细胞产生身体所需的激素，存在于肾上腺中。肾上腺是位于肾脏顶部腹部上部的小器官。, ,El feocromocitoma es un tipo de tumor neuroendocrino que crece a partir de células llamadas células cromafines. Estas células producen hormonas necesarias para el cuerpo y se encuentran en las glándulas suprarrenales. Las glándulas suprarrenales son pequeños órganos ubicados en la región superior del abdomen encima de los riñones., ,Le phéochromocytome est un type de tumeur neuroendocrine qui se développe à partir de cellules appelées cellules chromaffines. Ces cellules produisent les hormones nécessaires au corps et se trouvent dans les glandes surrénales. Les glandes surrénales sont de petits organes situés dans la région supérieure de l'abdomen au-dessus des reins., ,"Guz chromochłonny to rodzaj guza neuroendokrynnego, który wyrasta z komórek zwanych komórkami chromochłonnymi. Komórki te wytwarzają hormony potrzebne organizmowi i znajdują się w nadnerczach. Nadnercza to małe narządy zlokalizowane w górnej części brzucha, nad nerkami."
623,P_chapter11,simple_goiter.ewi,simple_goiter,A simple goiter is an enlargement of the thyroid gland. It is usually not a tumor or cancer., ,簡單的甲狀腺腫是甲狀腺腫大。 它通常不是腫瘤或癌症。, ,简单的甲状腺肿是甲状腺肿大。它通常不是肿瘤或癌症。, ,"Un bocio simple es un agrandamiento de la glándula tiroides. Por lo general, no es un tumor o cáncer.", ,Un goitre simple est une hypertrophie de la glande thyroïde. Ce n'est généralement pas une tumeur ou un cancer., ,Wole proste to powiększenie tarczycy. Zwykle nie jest to nowotwór ani nowotwór.
624,P_chapter11,thyroid_adenoma.ewi,thyroid_adenoma,"A thyroid adenoma is a noncancerous lesion on the thyroid. Although they’re not cancer, they can still affect your overall health. Thyroid adenomas can be inactive, meaning they don’t produce thyroid hormones, or active, meaning they produce hormones.", ,甲狀腺腺瘤是甲狀腺上的非癌性病變。 儘管它們不是癌症，但它們仍然會影響您的整體健康。 甲狀腺腺瘤可以是不活躍的，這意味著它們不產生甲狀腺激素，也可以是活躍的，這意味著它們會產生激素。, ,甲状腺腺瘤是甲状腺上的非癌性病变。尽管它们不是癌症，但它们仍然会影响您的整体健康。甲状腺腺瘤可以是不活跃的，这意味着它们不产生甲状腺激素，也可以是活跃的，这意味着它们会产生激素。, ,"Un adenoma tiroideo es una lesión no cancerosa en la tiroides. Aunque no son cáncer, aún pueden afectar su salud en general. Los adenomas tiroideos pueden estar inactivos, lo que significa que no producen hormonas tiroideas, o activos, lo que significa que producen hormonas.", ,"Un adénome thyroïdien est une lésion non cancéreuse de la thyroïde. Bien qu'ils ne soient pas cancéreux, ils peuvent quand même affecter votre état de santé général. Les adénomes thyroïdiens peuvent être inactifs, ce qui signifie qu'ils ne produisent pas d'hormones thyroïdiennes, ou actifs, ce qui signifie qu'ils produisent des hormones.", ,"Gruczolak tarczycy jest nienowotworową zmianą na tarczycy. Chociaż nie są to nowotwory, mogą nadal wpływać na ogólny stan zdrowia. Gruczolaki tarczycy mogą być nieaktywne, co oznacza, że nie wytwarzają hormonów tarczycy, lub aktywne, co oznacza, że wytwarzają hormony."
625,P_chapter11,thyroid_papillary_adenocarcinoma.ewi,thyroid_papillary_adenocarcinoma,"Papillary carcinoma (PTC) is the most common form of well-differentiated thyroid cancer, and the most common form of thyroid cancer to result from exposure to radiation. Papillary carcinoma appears as an irregular solid or cystic mass or nodule in a normal thyroid parenchyma.", ,乳頭狀癌 (PTC) 是分化良好的甲狀腺癌的最常見形式，也是最常見的由暴露於輻射引起的甲狀腺癌。 乳頭狀癌在正常甲狀腺實質中表現為不規則的實性或囊性腫塊或結節。, ,乳头状癌 (PTC) 是分化良好的甲状腺癌的最常见形式，也是最常见的由暴露于辐射引起的甲状腺癌。乳头状癌在正常甲状腺实质中表现为不规则的实性或囊性肿块或结节。, ,El carcinoma papilar (PTC) es la forma más común de cáncer de tiroides bien diferenciado y la forma más común de cáncer de tiroides que resulta de la exposición a la radiación. El carcinoma papilar aparece como una masa o nódulo sólido o quístico irregular en un parénquima tiroideo normal., ,Le carcinome papillaire (PTC) est la forme la plus courante de cancer de la thyroïde bien différencié et la forme la plus courante de cancer de la thyroïde résultant d'une exposition aux radiations. Le carcinome papillaire apparaît comme une masse ou un nodule solide ou kystique irrégulier dans un parenchyme thyroïdien normal., ,Rak brodawkowaty (PTC) jest najczęstszą postacią dobrze zróżnicowanego raka tarczycy i najczęstszą postacią raka tarczycy wynikającą z narażenia na promieniowanie. Rak brodawkowaty objawia się nieregularną stałą lub torbielowatą masą lub guzkiem w prawidłowym miąższu tarczycy.
626,P_chapter11,toxic_goiter.ewi,toxic_goiter,"Toxic nodular goiter involves an enlarged thyroid gland that contains a small rounded mass or masses called nodules, which produce too much thyroid hormone.", ,毒性結節性甲狀腺腫涉及增大的甲狀腺，其中包含一個或多個稱為結節的小圓形腫塊，會產生過多的甲狀腺激素。, ,毒性结节性甲状腺肿涉及增大的甲状腺，其中包含一个或多个称为结节的小圆形肿块，会产生过多的甲状腺激素。, ,"El bocio nodular tóxico involucra una glándula tiroides agrandada que contiene una pequeña masa redondeada o masas llamadas nódulos, que producen demasiada hormona tiroidea.", ,"Le goitre nodulaire toxique implique une glande thyroïde élargie qui contient une petite masse arrondie ou des masses appelées nodules, qui produisent trop d'hormones thyroïdiennes.", ,"Wole guzkowe toksyczne obejmuje powiększoną tarczycę, która zawiera małą zaokrągloną masę lub masy zwane guzkami, które wytwarzają zbyt dużo hormonu tarczycy."
627,P_chapter12,2-34Atrophy of sk--eletal muscle.ewi,Atrophy of sk--eletal muscle,Muscle atrophy occurs due to an imbalance between the normal balance between protein synthesis and protein degradation. This involves complex cell signalling that is incompletely understood and muscle atrophy is likely the result of multiple contributing mechanisms.Mitochondrial function is crucial to skeletal muscle health and detrimental changes at the level of the mitochondria may contribute to muscle atrophy. A decline in mitochondrial density as well as quality is consistently seen in muscle atrophy due to disuse.The ATP-dependent ubiquitin/proteasome pathway is one mechanism by which proteins are degraded in muscle. This involves specific proteins being tagged for destruction by a small peptide called ubiquitin which allows recognition by the proteasome to degrade the protein., ,肌肉萎縮是由於蛋白質合成和蛋白質降解之間的正常平衡失衡而發生的。 這涉及尚未完全了解的複雜細胞訊號傳導，肌肉萎縮可能是多種機制的結果。粒線體功能對骨骼肌健康至關重要，粒線體層面的有害變化可能導致肌肉萎縮。 由於廢棄而導致的肌肉萎縮，粒線體密度和質量均下降。ATP 依賴性泛素/蛋白酶體途徑是肌肉中蛋白質降解的一種機制。 這涉及到特定的蛋白質被標記為被稱為泛素的小肽破壞，這種小肽允許蛋白酶體識別以降解蛋白質。, ,肌肉萎缩是由于蛋白质合成和蛋白质降解之间的正常平衡失衡而发生的。 这涉及尚未完全了解的复杂细胞信号传导，肌肉萎缩可能是多种机制的结果。线粒体功能对骨骼肌健康至关重要，线粒体水平的有害变化可能导致肌肉萎缩。 由于废弃而导致的肌肉萎缩，线粒体密度和质量均下降。ATP 依赖性泛素/蛋白酶体途径是肌肉中蛋白质降解的一种机制。 这涉及到特定的蛋白质被标记为被称为泛素的小肽破坏，这种小肽允许蛋白酶体识别以降解蛋白质。, ,, ,L'atrophie musculaire se produit en raison d'un déséquilibre entre l'équilibre normal entre la synthèse des protéines et la dégradation des protéines. Cela implique une signalisation cellulaire complexe qui n'est pas complètement comprise et l'atrophie musculaire est probablement le résultat de plusieurs mécanismes contributifs. La fonction mitochondriale est cruciale pour la santé des muscles squelettiques et des changements préjudiciables au niveau des mitochondries peuvent contribuer à l'atrophie musculaire. Une diminution de la densité mitochondriale ainsi que de la qualité est systématiquement observée dans l'atrophie musculaire due à la non-utilisation. La voie ubiquitine/protéasome dépendante de l'ATP est un mécanisme par lequel les protéines sont dégradées dans le muscle. Cela implique que des protéines spécifiques soient marquées pour être détruites par un petit peptide appelé ubiquitine qui permet la reconnaissance par le protéasome pour dégrader la protéine., ,"Zanik mięśni występuje z powodu braku równowagi pomiędzy normalną równowagą pomiędzy syntezą białek a degradacją białek. Wiąże się to ze złożoną sygnalizacją komórkową, która nie jest w pełni poznana, a atrofia mięśni jest prawdopodobnie wynikiem wielu mechanizmów. Funkcja mitochondriów ma kluczowe znaczenie dla zdrowia mięśni szkieletowych, a szkodliwe zmiany na poziomie mitochondriów mogą przyczyniać się do atrofii mięśni. Spadek gęstości i jakości mitochondriów jest konsekwentnie obserwowany w przypadku atrofii mięśni spowodowanej ich nieużywaniem. Zależny od ATP szlak ubikwityna/proteasom jest jednym z mechanizmów degradacji białek w mięśniach. Polega to na tym, że określone białka są znakowane w celu zniszczenia przez mały peptyd zwany ubikwityną, który umożliwia rozpoznanie przez proteasom miejsca degradacji białka."
628,P_chapter12,3-2Skeletal Muscle Atrophy.ewi,Skeletal Muscle Atrophy,Muscle atrophy occurs due to an imbalance between the normal balance between protein synthesis and protein degradation. This involves complex cell signalling that is incompletely understood and muscle atrophy is likely the result of multiple contributing mechanisms.Mitochondrial function is crucial to skeletal muscle health and detrimental changes at the level of the mitochondria may contribute to muscle atrophy. A decline in mitochondrial density as well as quality is consistently seen in muscle atrophy due to disuse.The ATP-dependent ubiquitin/proteasome pathway is one mechanism by which proteins are degraded in muscle. This involves specific proteins being tagged for destruction by a small peptide called ubiquitin which allows recognition by the proteasome to degrade the protein., ,肌肉萎縮是由於蛋白質合成和蛋白質降解之間的正常平衡失衡而發生的。 這涉及尚未完全了解的複雜細胞訊號傳導，肌肉萎縮可能是多種機制的結果。粒線體功能對骨骼肌健康至關重要，粒線體層面的有害變化可能導致肌肉萎縮。 由於廢棄而導致的肌肉萎縮，粒線體密度和質量均下降。ATP 依賴性泛素/蛋白酶體途徑是肌肉中蛋白質降解的一種機制。 這涉及到特定的蛋白質被標記為被稱為泛素的小肽破壞，這種小肽允許蛋白酶體識別以降解蛋白質。, ,肌肉萎缩是由于蛋白质合成和蛋白质降解之间的正常平衡失衡而发生的。 这涉及尚未完全了解的复杂细胞信号传导，肌肉萎缩可能是多种机制的结果。线粒体功能对骨骼肌健康至关重要，线粒体水平的有害变化可能导致肌肉萎缩。 由于废弃而导致的肌肉萎缩，线粒体密度和质量均下降。ATP 依赖性泛素/蛋白酶体途径是肌肉中蛋白质降解的一种机制。 这涉及到特定的蛋白质被标记为被称为泛素的小肽破坏，这种小肽允许蛋白酶体识别以降解蛋白质。, ,, ,L'atrophie musculaire se produit en raison d'un déséquilibre entre l'équilibre normal entre la synthèse des protéines et la dégradation des protéines. Cela implique une signalisation cellulaire complexe qui n'est pas complètement comprise et l'atrophie musculaire est probablement le résultat de plusieurs mécanismes contributifs. La fonction mitochondriale est cruciale pour la santé des muscles squelettiques et des changements préjudiciables au niveau des mitochondries peuvent contribuer à l'atrophie musculaire. Une diminution de la densité mitochondriale ainsi que de la qualité est systématiquement observée dans l'atrophie musculaire due à la non-utilisation. La voie ubiquitine/protéasome dépendante de l'ATP est un mécanisme par lequel les protéines sont dégradées dans le muscle. Cela implique que des protéines spécifiques soient marquées pour être détruites par un petit peptide appelé ubiquitine qui permet la reconnaissance par le protéasome pour dégrader la protéine., ,"Zanik mięśni występuje z powodu braku równowagi pomiędzy normalną równowagą pomiędzy syntezą białek a degradacją białek. Wiąże się to ze złożoną sygnalizacją komórkową, która nie jest w pełni poznana, a atrofia mięśni jest prawdopodobnie wynikiem wielu mechanizmów. Funkcja mitochondriów ma kluczowe znaczenie dla zdrowia mięśni szkieletowych, a szkodliwe zmiany na poziomie mitochondriów mogą przyczyniać się do atrofii mięśni. Spadek gęstości i jakości mitochondriów jest konsekwentnie obserwowany w przypadku atrofii mięśni spowodowanej ich nieużywaniem. Zależny od ATP szlak ubikwityna/proteasom jest jednym z mechanizmów degradacji białek w mięśniach. Polega to na tym, że określone białka są znakowane w celu zniszczenia przez mały peptyd zwany ubikwityną, który umożliwia rozpoznanie przez proteasom miejsca degradacji białka."
629,P_chapter12,5-18brain liquefaction necrosis.ewi,brain liquefaction necrosis,"This is liquefactive necrosis in the brain of a patient who suffered a stroke"" with focal loss of blood supply to a portion of cerebrum. This type of infarction leads to necrosis which is marked by loss of neurons and neuroglial cells and the formation of a clear space at the center left. As it resolves, the liquefied area becomes a cystic space.""", ,這是患有「中風」且部分腦部局部供血喪失的患者大腦中的液化性壞死。 這種類型的梗塞會導致壞死，其特徵是神經元和神經膠質細胞的損失以及中間左側形成清晰空間。 當它溶解時，液化區域變成囊性空間。, ,这是患有“中风”且部分大脑局部供血丧失的患者大脑中的液化性坏死。 这种类型的梗塞会导致坏死，其特点是神经元和神经胶质细胞的损失以及中间左侧形成清晰空间。 当它溶解时，液化区域变成囊性空间。, ,, ,"Il s'agit d'une nécrose liquéfactive dans le cerveau d'un patient qui a subi un accident vasculaire cérébral"" avec perte focale de l'apport sanguin à une partie du cerveau. Ce type d'infarctus se traduit par une nécrose marquée par la perte de neurones et de cellules neurogliales et la formation d'un espace libre au centre gauche. Au fur et à mesure de sa résolution, la zone liquéfiée devient un espace kystique.""", ,"Jest to martwica upłynniająca mózgu pacjenta, który doznał „udaru mózgu” z ogniskową utratą dopływu krwi do części mózgu. Ten typ zawału prowadzi do martwicy, która charakteryzuje się utratą neuronów i komórek neuroglejowych oraz utworzeniem wolnej przestrzeni pośrodku po lewej stronie. Po rozpuszczeniu upłynniony obszar staje się przestrzenią cystyczną."
630,P_chapter12,astroglioma.ewi,astroglioma,Astrocytoma is a type of cancer that can occur in the brain or spinal cord. It begins in cells called astrocytes that support nerve cells. Some astrocytomas grow very slowly and others can be aggressive cancers that grow quickly. Astrocytoma is a type of cancer that can form in the brain or spinal cord., ,星形細胞瘤是一種可以發生在大腦或脊髓中的癌症。 它始於支持神經細胞的稱為星形膠質細胞的細胞。 一些星形細胞瘤生長非常緩慢，而其他星形細胞瘤可能是快速生長的侵襲性癌症。 星形細胞瘤是一種可以在大腦或脊髓中形成的癌症。, ,星形细胞瘤是一种可以发生在大脑或脊髓中的癌症。它始于支持神经细胞的称为星形胶质细胞的细胞。一些星形细胞瘤生长非常缓慢，而其他星形细胞瘤可能是快速生长的侵袭性癌症。星形细胞瘤是一种可以在大脑或脊髓中形成的癌症。, ,El astrocitoma es un tipo de cáncer que puede ocurrir en el cerebro o la médula espinal. Comienza en células llamadas astrocitos que sostienen las células nerviosas. Algunos astrocitomas crecen muy lentamente y otros pueden ser cánceres agresivos que crecen rápidamente. El astrocitoma es un tipo de cáncer que se puede formar en el cerebro o la médula espinal., ,L'astrocytome est un type de cancer qui peut survenir dans le cerveau ou la moelle épinière. Il commence dans des cellules appelées astrocytes qui soutiennent les cellules nerveuses. Certains astrocytomes se développent très lentement et d'autres peuvent être des cancers agressifs qui se développent rapidement. L'astrocytome est un type de cancer qui peut se former dans le cerveau ou la moelle épinière., ,"Gwiaździak to rodzaj nowotworu, który może wystąpić w mózgu lub rdzeniu kręgowym. Rozpoczyna się w komórkach zwanych astrocytami, które wspierają komórki nerwowe. Niektóre gwiaździaki rosną bardzo powoli, a inne mogą być agresywnymi nowotworami, które rosną szybko. Gwiaździak to rodzaj nowotworu, który może tworzyć się w mózgu lub rdzeniu kręgowym."
631,P_chapter12,epidemic_meningitis.ewi,epidemic_meningitis,"Meningococcal disease occurs worldwide, with the highest incidence of disease found in the 'meningitis belt' of sub-Saharan Africa. In this region, major epidemics occur every 5 to 12 years with attack rates reaching 1,000 cases per 100,000 population.", ,"腦膜炎球菌病在世界範圍內發生，在撒哈拉以南非洲的“腦膜炎地帶”發病率最高。 在該地區，每 5 到 12 年發生一次重大流行病，發病率達到每 10 萬人口 1,000 例。", ,"脑膜炎球菌病在世界范围内发生，在撒哈拉以南非洲的“脑膜炎地带”发病率最高。在该地区，每 5 到 12 年发生一次重大流行病，发病率达到每 10 万人口 1,000 例。", ,"La enfermedad meningocócica ocurre en todo el mundo, y la incidencia más alta de la enfermedad se encuentra en el cinturón de la meningitis"" del África subsahariana. En esta región, las principales epidemias ocurren cada 5 a 12 años con tasas de ataque que alcanzan los 1.000 casos por 100.000 habitantes.""", ,"La méningococcie sévit dans le monde entier, l'incidence la plus élevée de la maladie se trouvant dans la « ceinture de la méningite » de l'Afrique subsaharienne. Dans cette région, des épidémies majeures surviennent tous les 5 à 12 ans avec des taux d'attaque atteignant 1 000 cas pour 100 000 habitants.", ,"Choroba meningokokowa występuje na całym świecie, a największą zapadalność na tę chorobę stwierdza się w „pasie zapalenia opon mózgowo-rdzeniowych” w Afryce Subsaharyjskiej. W tym regionie poważne epidemie występują co 5–12 lat, a współczynnik ataków sięga 1000 przypadków na 100 000 mieszkańców."
632,P_chapter12,japanese_encephalitis.ewi,japanese_encephalitis,"Japanese encephalitis is a serious disease caused by the Japanese encephalitis virus. It is spread by mosquitoes and is endemic to parts of Asia and the Torres Strait region of Australia. Animals can be infected with the Japanese encephalitis virus, but they cannot transmit the virus to humans.", ,乙型腦炎是由乙型腦炎病毒引起的嚴重疾病。 它通過蚊子傳播，在亞洲部分地區和澳大利亞托雷斯海峽地區流行。 動物可以感染日本腦炎病毒，但不能將病毒傳播給人類。, ,乙型脑炎是由乙型脑炎病毒引起的严重疾病。它通过蚊子传播，在亚洲部分地区和澳大利亚托雷斯海峡地区流行。动物可以感染日本脑炎病毒，但不能将病毒传播给人类。, ,"La encefalitis japonesa es una enfermedad grave causada por el virus de la encefalitis japonesa. La transmiten los mosquitos y es endémica en partes de Asia y en la región del Estrecho de Torres en Australia. Los animales pueden infectarse con el virus de la encefalitis japonesa, pero no pueden transmitir el virus a los humanos.", ,"L'encéphalite japonaise est une maladie grave causée par le virus de l'encéphalite japonaise. Il est propagé par les moustiques et est endémique dans certaines parties de l'Asie et dans la région du détroit de Torres en Australie. Les animaux peuvent être infectés par le virus de l'encéphalite japonaise, mais ils ne peuvent pas transmettre le virus à l'homme.", ,"Japońskie zapalenie mózgu jest poważną chorobą wywoływaną przez wirusa japońskiego zapalenia mózgu. Jest przenoszony przez komary i występuje endemicznie w niektórych częściach Azji oraz w regionie Cieśniny Torresa w Australii. Zwierzęta mogą zostać zakażone wirusem japońskiego zapalenia mózgu, ale nie mogą przenieść wirusa na ludzi."
633,P_chapter12,medulloblastoma.ewi,medulloblastoma,medulloblastoma, ,腦膜瘤, ,神经纤维瘤, ,neurofibroma, ,, ,
634,P_chapter12,meningloma.ewi,meningloma,"A meningioma is a tumor that arises from the meninges — the membranes that surround your brain and spinal cord. Although not technically a brain tumor, it is included in this category because it may compress or squeeze the adjacent brain, nerves and vessels.", ,腦膜瘤是一種起源於腦膜的腫瘤——腦膜是圍繞大腦和脊髓的膜。 雖然從技術上講不是腦腫瘤，但它被包括在這一類別中，因為它可能會壓迫或擠壓相鄰的大腦、神經和血管。, ,脑膜瘤是一种起源于脑膜的肿瘤——脑膜是围绕大脑和脊髓的膜。虽然从技术上讲不是脑肿瘤，但它被包括在这一类别中，因为它可能会压迫或挤压相邻的大脑、神经和血管。, ,"Un meningioma es un tumor que surge de las meninges, las membranas que rodean el cerebro y la médula espinal. Aunque técnicamente no es un tumor cerebral, se incluye en esta categoría porque puede comprimir o apretar el cerebro, los nervios y los vasos adyacentes.", ,"Un méningiome est une tumeur qui provient des méninges - les membranes qui entourent votre cerveau et votre moelle épinière. Bien qu'il ne s'agisse pas techniquement d'une tumeur cérébrale, elle est incluse dans cette catégorie car elle peut comprimer ou comprimer le cerveau, les nerfs et les vaisseaux adjacents.", ,"Oponiak to guz powstający z opon mózgowych – błon otaczających mózg i rdzeń kręgowy. Chociaż technicznie rzecz biorąc nie jest to guz mózgu, zalicza się go do tej kategorii, ponieważ może uciskać lub ściskać sąsiadujący mózg, nerwy i naczynia."
635,P_chapter12,neurofibroma.ewi,neurofibroma,A neurofibroma is a type of nerve tumor that forms soft bumps on or under the skin. A neurofibroma can develop within a major or minor nerve anywhere in the body. This common type of benign nerve tumor tends to form more centrally within the nerve., ,神經纖維瘤是一種在皮膚上或皮膚下形成軟腫塊的神經腫瘤。 神經纖維瘤可以在身體任何部位的主要或次要神經內發展。 這種常見類型的良性神經腫瘤傾向於在神經內更中心地形成。, ,神经纤维瘤是一种在皮肤上或皮肤下形成软肿块的神经肿瘤。神经纤维瘤可以在身体任何部位的主要或次要神经内发展。这种常见类型的良性神经肿瘤倾向于在神经内更中心地形成。, ,Un neurofibroma es un tipo de tumor nervioso que forma protuberancias blandas sobre o debajo de la piel. Un neurofibroma puede desarrollarse dentro de un nervio mayor o menor en cualquier parte del cuerpo. Este tipo común de tumor nervioso benigno tiende a formarse más centralmente dentro del nervio., ,Un neurofibrome est un type de tumeur nerveuse qui forme des bosses molles sur ou sous la peau. Un neurofibrome peut se développer dans un nerf majeur ou mineur n'importe où dans le corps. Ce type courant de tumeur nerveuse bénigne a tendance à se former plus au centre du nerf., ,"Nerwiakowłókniak to rodzaj guza nerwu, który tworzy miękkie guzki na skórze lub pod skórą. Nerwiakowłókniak może rozwinąć się w obrębie większego lub mniejszego nerwu w dowolnym miejscu ciała. Ten powszechny typ łagodnego guza nerwu ma tendencję do tworzenia się bardziej centralnie w obrębie nerwu."
636,P_chapter12,oligodendroglioma.ewi,oligodendroglioma,"Oligodendroglioma is a tumor that can occur in the brain or spinal cord. Oligodendroglioma forms from oligodendrocytes — cells in the brain and spinal cord that produce a substance that protects nerve cells. Oligodendroglioma can occur at any age, but most often affects adults.", ,少突膠質細胞瘤是一種可以發生在大腦或脊髓中的腫瘤。 少突膠質細胞瘤由少突膠質細胞形成——大腦和脊髓中的細胞產生一種保護神經細胞的物質。 少突膠質細胞瘤可發生在任何年齡，但最常影響成人。, ,少突胶质细胞瘤是一种可以发生在大脑或脊髓中的肿瘤。少突胶质细胞瘤由少突胶质细胞形成——大脑和脊髓中的细胞产生一种保护神经细胞的物质。少突胶质细胞瘤可发生在任何年龄，但最常影响成人。, ,"El oligodendroglioma es un tumor que puede ocurrir en el cerebro o la médula espinal. El oligodendroglioma se forma a partir de los oligodendrocitos, células del cerebro y la médula espinal que producen una sustancia que protege las células nerviosas. El oligodendroglioma puede ocurrir a cualquier edad, pero afecta con mayor frecuencia a los adultos.", ,"L'oligodendrogliome est une tumeur qui peut survenir dans le cerveau ou la moelle épinière. L'oligodendrogliome se forme à partir d'oligodendrocytes - des cellules du cerveau et de la moelle épinière qui produisent une substance qui protège les cellules nerveuses. L'oligodendrogliome peut survenir à tout âge, mais touche le plus souvent l'adulte.", ,"Oligodendroglioma to guz, który może wystąpić w mózgu lub rdzeniu kręgowym. Oligodendroglioma powstaje z oligodendrocytów – komórek mózgu i rdzenia kręgowego, które wytwarzają substancję chroniącą komórki nerwowe. Oligodendroglioma może wystąpić w każdym wieku, ale najczęściej dotyka dorosłych."
637,P_chapter12,schwannoma.ewi,schwannoma,"Schwannoma is a rare type of tumor that forms in the nervous system. Schwannoma grows from cells called Schwann cells. Schwann cells protect and support the nerve cells of the nervous system. Schwannoma tumors are often benign, which means they are not cancer. But, in rare cases, they can become cancer.", ,神經鞘瘤是一種在神經系統中形成的罕見腫瘤。 神經鞘瘤由稱為雪旺細胞的細胞生長。 雪旺細胞保護和支持神經系統的神經細胞。 神經鞘瘤腫瘤通常是良性的，這意味著它們不是癌症。 但是，在極少數情況下，它們可能會變成癌症。, ,神经鞘瘤是一种在神经系统中形成的罕见肿瘤。神经鞘瘤由称为雪旺细胞的细胞生长。雪旺细胞保护和支持神经系统的神经细胞。神经鞘瘤肿瘤通常是良性的，这意味着它们不是癌症。但是，在极少数情况下，它们可能会变成癌症。, ,"Schwannoma es un tipo raro de tumor que se forma en el sistema nervioso. Schwannoma crece a partir de células llamadas células de Schwann. Las células de Schwann protegen y apoyan las células nerviosas del sistema nervioso. Los tumores de Schwannoma a menudo son benignos, lo que significa que no son cáncer. Pero, en casos raros, pueden convertirse en cáncer.", ,"Le schwannome est un type rare de tumeur qui se forme dans le système nerveux. Le schwannome se développe à partir de cellules appelées cellules de Schwann. Les cellules de Schwann protègent et soutiennent les cellules nerveuses du système nerveux. Les tumeurs de Schwannome sont souvent bénignes, ce qui signifie qu'elles ne sont pas cancéreuses. Mais, dans de rares cas, ils peuvent devenir cancéreux.", ,"Schwannoma to rzadki rodzaj nowotworu, który tworzy się w układzie nerwowym. Schwannoma wyrasta z komórek zwanych komórkami Schwanna. Komórki Schwanna chronią i wspierają komórki nerwowe układu nerwowego. Guzy schwannoma są często łagodne, co oznacza, że nie są rakiem. Jednak w rzadkich przypadkach mogą przekształcić się w raka."
638,P_chapter12,ventricular_tubular_tumor.ewi,ventricular_tubular_tumor,Intraventricular tumors (also known as ventricular tumors) are generally benign tumors or lesions found within the ventricles of the brain. These tumors may arise from a variety of cells in the region and often obstruct the flow of cerebrospinal fluid and cause a buildup of pressure in the skull., ,腦室內腫瘤（也稱為腦室腫瘤）通常是在腦室內發現的良性腫瘤或病變。 這些腫瘤可能來自該區域的多種細胞，通常會阻礙腦脊液的流動並導致顱骨壓力升高。, ,脑室内肿瘤（也称为脑室肿瘤）通常是在脑室内发现的良性肿瘤或病变。这些肿瘤可能来自该区域的多种细胞，通常会阻碍脑脊液的流动并导致颅骨压力升高。, ,"Los tumores intraventriculares (también conocidos como tumores ventriculares) son generalmente tumores benignos o lesiones que se encuentran dentro de los ventrículos del cerebro. Estos tumores pueden surgir de una variedad de células en la región y, a menudo, obstruyen el flujo de líquido cefalorraquídeo y provocan una acumulación de presión en el cráneo.", ,Les tumeurs intraventriculaires (également appelées tumeurs ventriculaires) sont généralement des tumeurs bénignes ou des lésions trouvées dans les ventricules du cerveau. Ces tumeurs peuvent provenir d'une variété de cellules dans la région et obstruent souvent l'écoulement du liquide céphalo-rachidien et provoquent une accumulation de pression dans le crâne., ,Guzy wewnątrzkomorowe (znane również jako guzy komorowe) to na ogół łagodne guzy lub zmiany chorobowe występujące w komorach mózgu. Guzy te mogą wyrastać z różnych komórek w okolicy i często utrudniają przepływ płynu mózgowo-rdzeniowego i powodują wzrost ciśnienia w czaszce.
